chunk_id,source,source_label,num,section_path,titre,texte,etat,date_debut,date_fin,legiarti_id,url
ord45-2590-1bisa,ord_45_2590,Ordonnance n° 45-2590,1 bis A,,,"Le notaire peut également exercer sa profession dans le cadre d'une société pluri-professionnelle d'exercice, prévue au titre IV bis de la loi n° 90-1258 du 31 décembre 1990 relative à l'exercice sous forme de sociétés des professions libérales soumises à un statut législatif ou réglementaire ou dont le titre est protégé et aux sociétés de participations financières de professions libérales, ayant pour objet l'exercice en commun de la profession de notaire et d'une ou plusieurs autres professions prévues à ce titre. Les dispositions des troisième et quatrième alinéas de l'article 1er bis sont applicables à une telle société. Un décret en Conseil d'Etat fixe notamment les conditions de la nomination de la société dans un ou plusieurs offices de notaire, de son interdiction temporaire et de sa destitution, ainsi que les règles applicables en cas d'empêchement, de retrait ou de décès d'un associé exerçant la profession.",VIGUEUR,2022-07-01,2999-01-01,LEGIARTI000045579238,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000045579238
ord45-2590-1bis,ord_45_2590,Ordonnance n° 45-2590,1 bis,,,"Le notaire peut exercer sa profession soit à titre individuel, soit dans le cadre d'une entité dotée de la personnalité morale, à l'exception des formes juridiques qui confèrent à leurs associés la qualité de commerçant, soit en qualité de salarié d'une personne physique ou morale titulaire d'un office notarial. Il peut également être membre d'un groupement d'intérêt économique ou d'un groupement européen d'intérêt économique ou associé d'une société en participation régie par le titre II de la loi n° 90-1258 du 31 décembre 1990 relative à l'exercice sous forme de sociétés des professions libérales soumises à un statut législatif ou réglementaire ou dont le titre est protégé et aux sociétés de participations financières de professions libérales. Lorsque la forme juridique d'exercice est une société à responsabilité limitée, une société anonyme, une société par actions simplifiée ou une société en commandite par actions régies par les dispositions du livre II du code de commerce, celle-ci est également soumise aux dispositions du livre III de l'ordonnance n° 2023-77 du 8 février 2023 relative à l'exercice en société des professions libérales réglementées à l'exception des obligations de dénomination prévues au premier alinéa de l'article 41 de cette ordonnance qui deviennent facultatives.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000047110035,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000047110035
d73-609-1,decret_73_609,Décret n° 73-609,1,,,Sont abrogés les articles 35 à 50 de la loi du 25 ventôse an XI.,VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006271712,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006271712
d73-609-135,decret_73_609,Décret n° 73-609,135,,,"Le garde des sceaux, ministre de la justice, et le ministre de l'éducation nationale sont chargés, chacun en ce qui le concerne, de l'exécution du présent décret, qui sera publié au Journal officiel de la République française.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920581,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920581
d73-609-2,decret_73_609,Décret n° 73-609,2,,,La préparation aux fonctions et emplois de la profession notariale et la nomination aux fonctions de notaire sont régies par les dispositions du présent décret.,VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920582,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920582
d73-609-43-5,decret_73_609,Décret n° 73-609,43-5,,,"L'examen de contrôle des connaissances se déroule devant un jury composé comme suit : 1° Un professeur, en activité ou émérite, chargé d'un enseignement en rapport avec la spécialisation revendiquée, président du jury, désigné par arrêté du garde des sceaux, ministre de la justice, sur proposition du ministre chargé de l'enseignement supérieur ; 2° Selon la spécialisation en cause, un magistrat de l'ordre judiciaire ou un membre du corps des tribunaux administratifs et des cours administratives d'appel, désignés par l'arrêté prévu au 1° du présent article ; 3° Un notaire admis à faire usage de la mention de spécialisation demandée ou, à défaut, justifiant d'une qualification suffisante dans cette spécialisation, désigné par l'arrêté précité, après avis du Conseil supérieur du notariat. Un nombre égal de suppléants est désigné dans les mêmes conditions. Le président et les membres du jury sont désignés pour une période de trois ans renouvelable deux fois. Toutefois, si un membre du jury vient à cesser ses fonctions avant l'expiration de la durée normale de son mandat, il est pourvu, dans le délai de trois mois, à son remplacement. En ce cas, les fonctions du nouveau membre expirent à la date à laquelle auraient cessé celles du membre qu'il a remplacé.",VIGUEUR,1999-07-31,2999-01-01,LEGIARTI000006920718,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920718
d73-609-43-7,decret_73_609,Décret n° 73-609,43-7,,,Le notaire qui entend faire usage d'une mention de spécialisation en informe préalablement la chambre des notaires devant laquelle il justifie qu'il possède le certificat de spécialisation.,VIGUEUR,1995-10-13,2999-01-01,LEGIARTI000006920721,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920721
d73-609-44,decret_73_609,Décret n° 73-609,44,,,"Les nominations de notaires sont prononcées par arrêté du garde des sceaux, ministre de la justice, dans les conditions définies au présent chapitre.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920722,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920722
d73-609-45,decret_73_609,Décret n° 73-609,45,,,"Le candidat à la succession d'un notaire sollicite l'agrément du garde des sceaux, ministre de la justice, dans les formes prévues aux articles suivants.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920723,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920723
d73-609-98,decret_73_609,Décret n° 73-609,98,,,"Dans les délibérations du conseil d'administration, en cas de partage égal des voix, celle du président est prépondérante. Le conseil d'administration peut s'adjoindre, avec voix consultative, des personnes étrangères à la profession.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920885,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920885
d73-609-112,decret_73_609,Décret n° 73-609,112,,,"Il est ouvert au moins un concours par an. La date et le lieu des épreuves sont fixés par arrêté du garde des sceaux, ministre de la justice, publié au moins deux mois à l'avance. L'arrêté détermine le nombre de places mises au concours, ce nombre ne pouvant excéder deux fois le nombre moyen des offices devenus vacants pendant les trois dernières années. Il ne peut toutefois, être offert moins de deux places à chaque concours.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920912,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920912
d73-609-114,decret_73_609,Décret n° 73-609,114,,,Le concours comporte des épreuves écrites et des épreuves orales. Les épreuves écrites sont organisées de manière à assurer l'anonymat des candidats. Les épreuves orales sont publiques.,VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920915,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920915
d73-609-115,decret_73_609,Décret n° 73-609,115,,,"Un arrêté du garde des sceaux, ministre de la justice, fixe le programme et les modalités du concours.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920916,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920916
d73-609-116,decret_73_609,Décret n° 73-609,116,,,"A l'issue des épreuves, le jury arrête, par ordre de mérite, la liste des candidats reçus. Cette liste est adressée au garde des sceaux, ministre de la justice, et publiée au Journal officiel.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920917,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920917
d73-609-117,decret_73_609,Décret n° 73-609,117,,,"Les candidats reçus au concours sont radiés du registre du stage et inscrits sur un registre des candidats notaires. Les candidats éliminés en application de l'article 113, dernier alinéa, sont radiés du registre du stage.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920918,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920918
d73-609-119,decret_73_609,Décret n° 73-609,119,,,"Pour chaque office à pourvoir, la commission propose les candidats par ordre de préférence à l'agrément du garde des sceaux, ministre de la justice. Les propositions doivent porter sur deux noms au moins lorsque le nombre total des candidatures qui se sont manifestées est inférieur ou égal à quatre, et sur trois noms lorsque le nombre total de ces candidatures est supérieur à quatre. En aucun cas les propositions ne peuvent porter sur plus de trois noms. En l'absence de toute candidature ou s'il ne se manifeste qu'une seule candidature, la commission peut, pour tout office à pourvoir, proposer, dans les limites fixées ci-dessus, des personnes choisies parmi celles qui sont inscrites sur le registre des candidats notaires. Les candidats reçus au concours perdent le bénéfice de leur admission par le refus simultané ou successif de trois offices.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920921,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920921
d73-609-120,decret_73_609,Décret n° 73-609,120,,,"Si le garde des sceaux, ministre de la justice, ne retient aucune des candidatures proposées par la commission, celle-ci peut être saisie de nouvelles candidatures et formuler de nouvelles propositions.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920922,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920922
d73-609-122,decret_73_609,Décret n° 73-609,122,,,"Un décret en Conseil d'Etat détermine la date et les modalités d'application du présent décret aux départements de la Guadeloupe, de la Guyane, de la Martinique et de la Réunion.",VIGUEUR,1990-09-01,2999-01-01,LEGIARTI000006920927,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920927
d73-609-127,decret_73_609,Décret n° 73-609,127,,,"Pour l'application des dispositions du présent décret, la réussite à l'examen de premier clerc prévu par l'article 41 de la loi du 25 ventôse an XI susvisée est assimilée, sous réserve des dispositions de l'article 128 (3°), à la possession du diplôme de premier clerc institué par le présent décret.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920932,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920932
d73-609-128,decret_73_609,Décret n° 73-609,128,,,"Après le 1er octobre 1973 pourront être nommés notaire, dans un office situé dans un département autre que le Haut-Rhin, le Bas-Rhin ou la Moselle : 1° Les anciens notaires ; 2° Les personnes remplissant au 1er octobre 1973 les conditions requises jusqu'alors pour exercer les fonctions de notaire ; 3° Les personnes mentionnées aux articles 123 et 124 si elles ont subi avec succès l'examen professionnel dans les conditions prévues à l'article 126 et si elles ont accompli un stage de la durée ci-après : Trois ans si les intéressés remplissent la condition prévue à l'article 3 (5°) ou s'ils sont titulaires du diplôme de premier clerc du nouveau régime ; Quatre ans si les intéressés sont titulaires du diplôme d'un institut des métiers du notariat prévue par le décret du 1er mai 1905 ; Six ans dans les autres cas. Le stage accompli avant l'entrée en vigueur du présent décret doit, pour être pris en considération, remplir les conditions exigées par la réglementation en vigueur à cette époque.",VIGUEUR,2007-08-22,2999-01-01,LEGIARTI000006920934,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920934
d73-609-129,decret_73_609,Décret n° 73-609,129,,,"Après le 1er octobre 1973, pourront être nommées notaire dans un office du Haut-Rhin, du Bas-Rhin ou de la Moselle : 1° Les personnes mentionnées aux 1° et 2° de l'article 128 qui auront accompli dans un office de ces départements le stage de deux années et réussi au concours professionnel prévus par l'article 110 ; 2° Les personnes reçues au concours professionnel prévu à l'article 50 (3°) de la loi du 25 ventôse an XI, si elles ont subi avec succès, à l'issue des quatre ans de stage requis, l'examen professionnel de notaire de l'ancien ou du nouveau régime.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920935,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920935
d73-609-130,decret_73_609,Décret n° 73-609,130,,,"Les titulaires du diplôme d'un institut des métiers du notariat prévue par le décret du 1er mai 1905 sont admis à se présenter à l'examen de premier clerc institué par le présent décret, à la condition qu'ils aient suivi l'enseignement du deuxième cycle de l'institut des métiers du notariat institué par le présent décret. Les titulaires de la licence en droit qui ont obtenu ce diplôme sous le régime antérieur à l'entrée en vigueur du décret n° 54-343 du 27 mars 1954 sont considérés, pour l'application du présent décret, comme titulaires d'une maîtrise en droit. Il en est de même pour les licenciés en droit ayant obtenu ce titre lorsque la licence a été organisée sur quatre années.",VIGUEUR,2007-08-22,2999-01-01,LEGIARTI000006920937,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920937
d73-609-133,decret_73_609,Décret n° 73-609,133,,,"Sont abrogés : Le décret du 1er mai 1905 concernant les écoles de notariat ; Les articles 28,28 A à 28 F et 29 du décret du 19 décembre 1945 susvisé ; Le décret n° 55-1075 du 8 août 1955 pris pour l'application des articles 50,51 et 52 de la loi du 25 ventôse an XI relatifs au statut des notaires dans les départements du Haut-Rhin, du Bas-Rhin et de la Moselle ; Les articles 17 à 23 du décret n° 71-942 du 26 novembre 1971 relatif aux créations, transferts et suppressions d'offices de notaire, à la compétence d'instrumentation et à la résidence des notaires, à la garde et à la transmission des minutes et registres professionnels des notaires ; Les articles 6 et 7 du décret n° 73-51 du 10 janvier 1973 relatifs aux avocats, notaires, huissiers de justice et syndics administrateurs judiciaires du ressort des Cours d'appel de Colmar et de Metz. Sont abrogés en tant qu'ils concernent les notaires : Le décret du 5 avril 1852 relatif à la prestation de serment des greffiers et commis greffiers, des avocats au Conseil d'Etat et à la Cour de cassation, des avoués, des notaires, des commissaires-priseurs, des huissiers, des gardes de commerce et des gardes champêtres ; Le décret n° 50-97 du 20 janvier 1950 concernant certains offices publics et ministériels vacants.",VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920941,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920941
d73-609-134,decret_73_609,Décret n° 73-609,134,,,Le présent décret ne pourra être modifié que par décret en Conseil d'Etat.,VIGUEUR,1973-10-01,2999-01-01,LEGIARTI000006920942,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000006920942
d73-609-118,decret_73_609,Décret n° 73-609,118,,,"Les nominations aux offices de notaires dans les départements du Bas-Rhin, du Haut-Rhin et de la Moselle ont lieu sur les propositions formulées par la commission prévue au chapitre VI du titre II du décret n° 73-1202 du 28 décembre 1973 relatif à la discipline et au statut des officiers publics et ministériels.",VIGUEUR,2009-12-14,2999-01-01,LEGIARTI000021480509,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000021480509
d73-609-43-9,decret_73_609,Décret n° 73-609,43-9,,,"Les notaires déclarent, au plus tard le 31 janvier de chaque année civile, auprès de la chambre dont ils relèvent les conditions dans lesquelles ils ont satisfait à leur obligation de formation continue au cours de l'année écoulée. Les justificatifs utiles à la vérification du respect de cette obligation sont joints à cette déclaration. La chambre des notaires contrôle l'accomplissement effectif de l'obligation de formation continue des notaires en vérifiant les critères des formations suivies ainsi que leur lien nécessaire avec l'activité de notaire.",VIGUEUR,2012-01-01,2999-01-01,LEGIARTI000024629980,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000024629980
d73-609-46,decret_73_609,Décret n° 73-609,46,,,"La demande de nomination est présentée au garde des sceaux, ministre de la justice, par téléprocédure sur le site internet du ministère de la justice. Elle est accompagnée de toutes pièces justificatives et notamment des conventions intervenues entre le titulaire de l'office ou ses ayants droit et le candidat. Lorsque ce dernier doit contracter un emprunt, elle est en outre accompagnée des éléments permettant d'apprécier ses possibilités financières au regard des engagements contractés.",VIGUEUR,2016-05-26,2999-01-01,LEGIARTI000032586274,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000032586274
d73-609-55,decret_73_609,Décret n° 73-609,55,,,Le délai de deux mois mentionné au point III de l'article 52 de la loi n° 2015-990 du 6 août 2015 susmentionnée ne court qu'à compter du dépôt d'un dossier de demande complet. Les avis de l'Autorité de la concurrence rendus dans ce cadre sont publiés sur le site internet du ministère de la justice.,VIGUEUR,2016-05-26,2999-01-01,LEGIARTI000032586328,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000032586328
d73-609-54,decret_73_609,Décret n° 73-609,54,,,L'appel à manifestation d'intérêt prévu au deuxième alinéa du II de l'article 52 de la loi n° 2015-990 du 6 août 2015 susmentionnée est publié sur le site internet du ministère de la justice et transmis au Conseil supérieur du notariat en vue de sa diffusion aux conseils régionaux des notaires. L'enregistrement et l'instruction des demandes de création d'office dans les zones ainsi signalées sont réalisés dans les conditions prévues par les articles 49 et suivants du présent décret.,VIGUEUR,2016-05-26,2999-01-01,LEGIARTI000032586331,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000032586331
d73-609-51-1,decret_73_609,Décret n° 73-609,51-1,,,Les demandes qui ne satisfont pas aux conditions de forme et de délai prévues par le présent paragraphe ne sont pas recevables.,VIGUEUR,2016-05-26,2999-01-01,LEGIARTI000032586344,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000032586344
d73-609-117-1,decret_73_609,Décret n° 73-609,117-1,,,"Lorsqu'une vacance vient à se produire, celle-ci est immédiatement publiée par les soins du procureur général, qui indique le délai qui est imparti aux candidats, à peine de forclusion, pour adresser leur dossier au parquet du procureur de la République du ressort. Ce délai ne peut être inférieur à trente jours. Tous les notaires déjà en fonction, dans les ressorts des cours d'appel de Colmar et de Metz ainsi que les autres candidats remplissant les conditions d'aptitude requises, peuvent présenter leur candidature.",VIGUEUR,2016-07-01,2999-01-01,LEGIARTI000032842383,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000032842383
d73-609-122-1,decret_73_609,Décret n° 73-609,122-1,,,"Le présent décret est applicable à Saint-Pierre-et-Miquelon sous réserve des adaptations suivantes : 1° Les mots : “ tribunal de grande instance ” sont remplacés par les mots : “ tribunal de première instance ” ; 2° Les attributions dévolues par le présent décret aux chambres des notaires sont exercées, s'agissant de Saint-Pierre-et-Miquelon, par l'établissement d'utilité publique existant pour les notaires du département de Martinique.",VIGUEUR,2017-05-05,2999-01-01,LEGIARTI000034576802,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000034576802
d73-609-49,decret_73_609,Décret n° 73-609,49,,,"Peuvent demander leur nomination sur un office à créer les personnes qui remplissent les conditions générales d'aptitude aux fonctions de notaire. Les personnes physiques titulaires d'un office au jour de leur demande ne peuvent être nommées dans l'office créé qu'après ou concomitamment à leur démission. Celle-ci est présentée au garde des sceaux, ministre de la justice, avec la demande de nomination dans un office à créer, sous condition suspensive de nomination dans ce nouvel office. Les associés exerçant dans une société titulaire d'un office au jour de leur demande ne peuvent être nommés dans l'office créé qu'après ou concomitamment à leur retrait de cette société, dans les conditions prévues par les textes applicables à cette forme de société. La demande de retrait, sous condition suspensive de nomination dans le nouvel office, doit être présentée au garde des sceaux, ministre de la justice, avec la demande de nomination dans l'office à créer. Le présent alinéa n'est pas applicable si la création de l'office dans lequel l'associé demande sa nomination est demandée par la société dans laquelle l'associé exerce déjà.",VIGUEUR,2017-05-11,2999-01-01,LEGIARTI000034792969,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000034792969
d73-609-76,decret_73_609,Décret n° 73-609,76,,,"Les travaux de pratique professionnelle, réalisés sous la direction et la responsabilité d'un maître de stage et dans les conditions définies par l'Institut national des formations notariales, après consultation du Conseil supérieur du notariat, doivent correspondre à la durée normale du travail, telle qu'elle résulte des règlements, conventions collectives, accords ou usages en vigueur pour la catégorie professionnelle considérée. Pour être pris en considération, les travaux de pratique professionnelle doivent avoir été rémunérés conformément aux règlements, conventions collectives, accords ou usages mentionnés à l'alinéa précédent, sous réserve des dispositions du code du travail relatives à la promotion individuelle et au congé de formation des salariés. La pratique est d'une durée d'un an. Ces travaux de pratique professionnelle peuvent être accomplis à mi-temps. La période durant laquelle ils ont été ainsi accomplis ne compte que pour la moitié de sa durée. La pratique professionnelle est acquise à concurrence de huit mois au moins dans un office de notaire. Elle peut être acquise pour le reste de la durée exigée : - soit auprès d'un avocat, d'un expert-comptable, d'un commissaire aux comptes, d'un administrateur judiciaire ou d'un mandataire judiciaire ; - soit auprès d'une administration publique ou dans le service juridique ou fiscal d'une entreprise ; - soit dans un organisme professionnel notarial d'enseignement, de documentation, de recherche ou d'assistance technique ; - soit dans un pays étranger, auprès d'un membre d'une profession réglementée correspondant à celle de notaire.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256486,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256486
d73-609-43-4,decret_73_609,Décret n° 73-609,43-4,,,"Pour être prise en considération, la pratique professionnelle doit avoir été effective et accomplie dans les conditions suivantes : 1° Correspondre à une durée normale de travail, telle qu'elle résulte des règlements, conventions collectives, accords ou usages en vigueur pour la catégorie professionnelle considérée ; 2° Avoir été rémunérée conformément aux règlements, conventions collectives, accords ou usages visés au 1° du présent article ; 3° Ne pas avoir été suspendue pendant plus de trois mois, sauf exception admise par le conseil d'administration de l'Institut national des formations notariales. L'exercice de la pratique professionnelle doit être justifiée par une ou plusieurs attestations mentionnant la durée des activités exercées et la nature des fonctions occupées.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256537,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256537
d73-609-43-1,decret_73_609,Décret n° 73-609,43-1,,,"L'Institut national des formations notariales délivre aux notaires qui lui en font la demande, après vérification qu'ils remplissent les conditions prévues aux articles suivants, des certificats de spécialisation. La liste des certificats de spécialisation est fixée par arrêté du garde des sceaux, ministre de la justice, après avis du Conseil supérieur du notariat. Le contenu des spécialisations est arrêté par le garde des sceaux, ministre de la justice, sur proposition du conseil d'administration de l'Institut national des formations notariales.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256568,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256568
d73-609-43-2,decret_73_609,Décret n° 73-609,43-2,,,"La spécialisation est acquise par une pratique professionnelle de quatre années au moins dans la spécialité, sanctionnée par un examen de contrôle des connaissances organisé par l'Institut national des formations notariales. Le dossier de candidature est instruit par l'Institut national des formations notariales, selon les modalités fixées par arrêté du garde des sceaux, ministre de la justice, après avis du Conseil supérieur du notariat et de l'Institut national des formations notariales.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256570,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256570
d73-609-43-6,decret_73_609,Décret n° 73-609,43-6,,,"Sont dispensés de l'examen de contrôle des connaissances prévu à l'article 43-2 : 1° Les membres ou anciens membres du Conseil d'Etat, les magistrats ou anciens magistrats de la Cour des comptes, de l'ordre judiciaire, des tribunaux administratifs, des cours administratives d'appel et des chambres régionales des comptes justifiant d'un total de quatre années au moins d'attributions, au cours de leur carrière, en rapport avec la spécialisation considérée ; 2° Les professeurs d'enseignement supérieur et maîtres de conférences ayant effectué, en cette qualité, un total de quatre années au moins d'enseignement dans la spécialisation considérée ; 3° Les fonctionnaires et anciens fonctionnaires de catégorie A ou les personnes assimilées aux fonctionnaires de cette catégorie ayant accompli, en cette qualité, quatre années au moins de services effectifs au sein d'une administration, un service public ou une organisation internationale, dans une activité en rapport avec la spécialisation considérée ; 4° Les docteurs en droit dont la thèse a porté sur un sujet en rapport avec la spécialisation considérée et justifiant de quatre années de pratique professionnelle acquise dans les conditions indiquées aux articles 43-3 et 43-4 ; 5° Les anciens conseils juridiques pour la ou les mentions de spécialisation dont ils pouvaient se prévaloir dans l'exercice de leur ancienne profession.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256572,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256572
d73-609-43-8,decret_73_609,Décret n° 73-609,43-8,,,"La formation professionnelle continue prévue par l'article 1er quater de l' ordonnance du 2 novembre 1945 susvisée assure la mise à jour et le perfectionnement des connaissances nécessaires à l'exercice de sa profession par le notaire. La durée de la formation continue est de trente heures au cours d'une année civile ou de soixante heures au cours de deux années consécutives. L'obligation de formation continue est satisfaite : 1° Par la participation à des actions de formation, à caractère juridique ou professionnel, dispensées par l'Institut national des formations notariales ou les établissements universitaires ; 2° Par la participation à des formations, habilitées par le Conseil supérieur du notariat, après avis de l'Institut national des formations notariales, dispensées par des notaires ou des établissements d'enseignement ; 3° Par l'assistance à des colloques ou à des conférences à caractère juridique ayant un lien avec l'activité professionnelle de notaire, notamment ceux organisés à l'initiative des conseils régionaux de notaires ; 4° Par le fait de dispenser des enseignements à caractère juridique ayant un lien avec l'activité professionnelle de notaire, dans un cadre universitaire ou professionnel ; 5° Par la publication de travaux à caractère juridique. Au cours des deux premières années d'exercice professionnel, cette formation inclut vingt heures au moins portant sur la gestion d'un office, la déontologie et le statut professionnel. Toutefois, au cours de cette même période, les personnes mentionnées à l'article 4 consacrent la totalité de leur obligation de formation à ces matières. A l'issue d'une période de quatre ans d'exercice professionnel, les titulaires d'une ou plusieurs mentions de spécialisation prévues à l'article 43-1 doivent avoir consacré le quart de la durée de leur formation continue à ce ou ces domaines de spécialisation. Les décisions déterminant les modalités de mise en œuvre des dispositions du présent article prises par le Conseil supérieur du notariat sont notifiées au garde des sceaux, ministre de la justice, et aux conseils régionaux des notaires dans le délai de trente jours.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256578,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256578
d73-609-61,decret_73_609,Décret n° 73-609,61,,,"L'Institut national des formations notariales peut participer aux enseignements dispensés au sein des universités en vue du diplôme universitaire de technologie ""carrières juridiques"".",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256587,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256587
d73-609-62,decret_73_609,Décret n° 73-609,62,,,"L'Institut national des formations notariales admet à suivre tout ou partie de ses enseignements : 1° Du brevet de technicien supérieur ""notariat"", les personnes titulaires du baccalauréat ou d'un titre ou diplôme inscrit au niveau IV du répertoire national des certifications professionnelles, ou du diplôme d'accès aux études universitaires ou d'un diplôme reconnu équivalent ; 2° Du diplôme des métiers du notariat, les personnes titulaires d'une licence professionnelle ""métiers du notariat"" ou de tout autre diplôme reconnu équivalent par arrêté conjoint du garde des sceaux, ministre de la justice, et du ministre chargé de l'enseignement supérieur. L'Institut national des formations notariales peut admettre comme auditeurs libres, outre les membres du personnel des offices de notaire, les membres et le personnel des professions judiciaires et juridiques ainsi que les membres et le personnel d'autres professions dont les activités sont en rapport avec celles de la profession notariale.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256589,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256589
d73-609-63,decret_73_609,Décret n° 73-609,63,,,"Il peut être fait appel, pour les enseignements, à la collaboration de l'université et des magistrats. Les conditions d'une coopération entre les universités et l'Institut national des formations notariales sont définies par des conventions de coopération passées conformément aux dispositions de l'article L. 718-16 du code de l'éducation. Des conventions peuvent aussi intervenir entre l'Institut national des formations notariales et d'autres organismes d'enseignement professionnel publics ou privés.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256591,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256591
d73-609-74,decret_73_609,Décret n° 73-609,74,,,"Les personnes titulaires d'une licence professionnelle ""métiers du notariat"" ou de tout autre diplôme reconnu équivalent par arrêté conjoint du garde des sceaux, ministre de la justice, et du ministre chargé de l'enseignement supérieur, ou d'une licence en droit et qui ont suivi l'année de formation prévue au 3° de l'article 60 dispensée par l'Institut national des formations notariales sont admises à se présenter aux épreuves de l'examen du diplôme des métiers du notariat.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256609,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256609
d73-609-75,decret_73_609,Décret n° 73-609,75,,,"Les modalités d'application des dispositions réglementaires relatives au régime de l'année de formation prévue au 3° de l'article 60 sont précisées par le règlement intérieur de l'Institut national des formations notariales approuvé par le garde des sceaux, ministre de la justice.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256611,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256611
